,air_area_name,encode_air_area_name
24039,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
24040,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24041,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24042,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24043,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24044,Hyōgo-ken Himeji-shi Yasuda,18
24045,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24046,Hyōgo-ken Kōbe-shi Kumoidōri,20
24047,Hyōgo-ken Kōbe-shi Motomachidōri,21
24048,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24049,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24050,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24051,Miyagi-ken Sendai-shi Kamisugi,25
24052,Niigata-ken Nagaoka-shi Ōtedōri,26
24053,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24054,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
24055,Shizuoka-ken Shizuoka-shi Ōtemachi,30
24056,Tōkyō-to Bunkyō-ku Kasuga,31
24057,Tōkyō-to Chiyoda-ku Kudanminami,33
24058,Tōkyō-to Chūō-ku Ginza,34
24059,Tōkyō-to Chūō-ku Tsukiji,35
24060,Tōkyō-to Itabashi-ku Itabashi,36
24061,Tōkyō-to Katsushika-ku Tateishi,37
24062,Tōkyō-to Kita-ku Ōjihonchō,38
24063,Tōkyō-to Koganei-shi Honchō,39
24064,Tōkyō-to Kōtō-ku Kameido,40
24065,Tōkyō-to Kōtō-ku Tōyō,41
24066,Tōkyō-to Machida-shi Morino,42
24067,Tōkyō-to Meguro-ku Kamimeguro,43
24068,Tōkyō-to Minato-ku Akasaka,44
24069,Tōkyō-to Minato-ku Roppongi,45
24070,Tōkyō-to Minato-ku Shibakōen,46
24071,Tōkyō-to Nakano-ku Nakano,47
24072,Tōkyō-to Nerima-ku Toyotamakita,48
24073,Tōkyō-to Setagaya-ku Okusawa,49
24074,Tōkyō-to Setagaya-ku Sangenjaya,50
24075,Tōkyō-to Setagaya-ku Setagaya,51
24076,Tōkyō-to Shibuya-ku Dōgenzaka,52
24077,Tōkyō-to Shibuya-ku Jingūmae,53
24078,Tōkyō-to Shibuya-ku Shibuya,54
24079,Tōkyō-to Shinagawa-ku Higashigotanda,55
24080,Tōkyō-to Shinagawa-ku Hiromachi,56
24081,Tōkyō-to Shinjuku-ku Kabukichō,57
24082,Tōkyō-to Shinjuku-ku Nishishinjuku,58
24083,Tōkyō-to Suginami-ku Asagayaminami,59
24084,Tōkyō-to Tachikawa-shi Izumichō,60
24085,Tōkyō-to Taitō-ku Higashiueno,61
24086,Tōkyō-to Taitō-ku Kuramae,62
24087,Tōkyō-to Toshima-ku Higashiikebukuro,63
24088,Tōkyō-to Toshima-ku Mejiro,64
24089,Tōkyō-to Toshima-ku Minamiikebukuro,65
24090,Tōkyō-to Toshima-ku Nishiikebukuro,66
24091,Tōkyō-to Ōta-ku Kamata,67
24092,Tōkyō-to Ōta-ku Kamiikedai,68
24093,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
24094,Ōsaka-fu Neyagawa-shi Honmachi,70
24095,Ōsaka-fu Sakai-shi Minamikawaramachi,71
24096,Ōsaka-fu Ōsaka-shi Fuminosato,72
24097,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
24098,Ōsaka-fu Ōsaka-shi Nakanochō,75
24099,Ōsaka-fu Ōsaka-shi Shinmachi,76
24100,Ōsaka-fu Ōsaka-shi Ōgimachi,77
24101,Fukuoka-ken Fukuoka-shi Daimyō,0
24102,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
24103,Fukuoka-ken Fukuoka-shi Momochi,2
24104,Fukuoka-ken Fukuoka-shi Shiobaru,3
24105,Fukuoka-ken Fukuoka-shi Takatori,4
24106,Fukuoka-ken Fukuoka-shi Torikai,5
24107,Fukuoka-ken Itoshima-shi Maebarunishi,6
24108,Fukuoka-ken Kitakyūshū-shi None,7
24109,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
24110,Fukuoka-ken Kurume-shi Jōnanmachi,9
24111,Fukuoka-ken Yame-shi Motomachi,10
24112,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
24113,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
24114,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
24115,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24116,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24117,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24118,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24119,Hyōgo-ken Himeji-shi Yasuda,18
24120,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24121,Hyōgo-ken Kōbe-shi Kumoidōri,20
24122,Hyōgo-ken Kōbe-shi Motomachidōri,21
24123,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24124,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24125,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24126,Miyagi-ken Sendai-shi Kamisugi,25
24127,Niigata-ken Nagaoka-shi Ōtedōri,26
24128,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24129,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
24130,Shizuoka-ken Numazu-shi Miyukichō,29
24131,Shizuoka-ken Shizuoka-shi Ōtemachi,30
24132,Tōkyō-to Bunkyō-ku Kasuga,31
24133,Tōkyō-to Bunkyō-ku Sendagi,32
24134,Tōkyō-to Chiyoda-ku Kudanminami,33
24135,Tōkyō-to Chūō-ku Ginza,34
24136,Tōkyō-to Chūō-ku Tsukiji,35
24137,Tōkyō-to Itabashi-ku Itabashi,36
24138,Tōkyō-to Katsushika-ku Tateishi,37
24139,Tōkyō-to Kita-ku Ōjihonchō,38
24140,Tōkyō-to Koganei-shi Honchō,39
24141,Tōkyō-to Kōtō-ku Kameido,40
24142,Tōkyō-to Kōtō-ku Tōyō,41
24143,Tōkyō-to Machida-shi Morino,42
24144,Tōkyō-to Meguro-ku Kamimeguro,43
24145,Tōkyō-to Minato-ku Akasaka,44
24146,Tōkyō-to Minato-ku Roppongi,45
24147,Tōkyō-to Minato-ku Shibakōen,46
24148,Tōkyō-to Nakano-ku Nakano,47
24149,Tōkyō-to Nerima-ku Toyotamakita,48
24150,Tōkyō-to Setagaya-ku Okusawa,49
24151,Tōkyō-to Setagaya-ku Sangenjaya,50
24152,Tōkyō-to Setagaya-ku Setagaya,51
24153,Tōkyō-to Shibuya-ku Dōgenzaka,52
24154,Tōkyō-to Shibuya-ku Jingūmae,53
24155,Tōkyō-to Shibuya-ku Shibuya,54
24156,Tōkyō-to Shinagawa-ku Higashigotanda,55
24157,Tōkyō-to Shinagawa-ku Hiromachi,56
24158,Tōkyō-to Shinjuku-ku Kabukichō,57
24159,Tōkyō-to Shinjuku-ku Nishishinjuku,58
24160,Tōkyō-to Suginami-ku Asagayaminami,59
24161,Tōkyō-to Tachikawa-shi Izumichō,60
24162,Tōkyō-to Taitō-ku Higashiueno,61
24163,Tōkyō-to Taitō-ku Kuramae,62
24164,Tōkyō-to Toshima-ku Higashiikebukuro,63
24165,Tōkyō-to Toshima-ku Mejiro,64
24166,Tōkyō-to Toshima-ku Minamiikebukuro,65
24167,Tōkyō-to Toshima-ku Nishiikebukuro,66
24168,Tōkyō-to Ōta-ku Kamata,67
24169,Tōkyō-to Ōta-ku Kamiikedai,68
24170,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
24171,Ōsaka-fu Neyagawa-shi Honmachi,70
24172,Ōsaka-fu Sakai-shi Minamikawaramachi,71
24173,Ōsaka-fu Ōsaka-shi Fuminosato,72
24174,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
24175,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
24176,Ōsaka-fu Ōsaka-shi Nakanochō,75
24177,Ōsaka-fu Ōsaka-shi Shinmachi,76
24178,Ōsaka-fu Ōsaka-shi Ōgimachi,77
24179,Fukuoka-ken Fukuoka-shi Daimyō,0
24180,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
24181,Fukuoka-ken Fukuoka-shi Momochi,2
24182,Fukuoka-ken Fukuoka-shi Shiobaru,3
24183,Fukuoka-ken Fukuoka-shi Takatori,4
24184,Fukuoka-ken Fukuoka-shi Torikai,5
24185,Fukuoka-ken Itoshima-shi Maebarunishi,6
24186,Fukuoka-ken Kitakyūshū-shi None,7
24187,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
24188,Fukuoka-ken Kurume-shi Jōnanmachi,9
24189,Fukuoka-ken Yame-shi Motomachi,10
24190,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
24191,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
24192,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
24193,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24194,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24195,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24196,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24197,Hyōgo-ken Himeji-shi Yasuda,18
24198,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24199,Hyōgo-ken Kōbe-shi Kumoidōri,20
24200,Hyōgo-ken Kōbe-shi Motomachidōri,21
24201,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24202,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24203,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24204,Miyagi-ken Sendai-shi Kamisugi,25
24205,Niigata-ken Nagaoka-shi Ōtedōri,26
24206,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24207,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
24208,Shizuoka-ken Numazu-shi Miyukichō,29
24209,Shizuoka-ken Shizuoka-shi Ōtemachi,30
24210,Tōkyō-to Bunkyō-ku Kasuga,31
24211,Tōkyō-to Bunkyō-ku Sendagi,32
24212,Tōkyō-to Chiyoda-ku Kudanminami,33
24213,Tōkyō-to Chūō-ku Ginza,34
24214,Tōkyō-to Chūō-ku Tsukiji,35
24215,Tōkyō-to Itabashi-ku Itabashi,36
24216,Tōkyō-to Katsushika-ku Tateishi,37
24217,Tōkyō-to Kita-ku Ōjihonchō,38
24218,Tōkyō-to Koganei-shi Honchō,39
24219,Tōkyō-to Kōtō-ku Kameido,40
24220,Tōkyō-to Kōtō-ku Tōyō,41
24221,Tōkyō-to Machida-shi Morino,42
24222,Tōkyō-to Meguro-ku Kamimeguro,43
24223,Tōkyō-to Minato-ku Akasaka,44
24224,Tōkyō-to Minato-ku Roppongi,45
24225,Tōkyō-to Minato-ku Shibakōen,46
24226,Tōkyō-to Nakano-ku Nakano,47
24227,Tōkyō-to Nerima-ku Toyotamakita,48
24228,Tōkyō-to Setagaya-ku Okusawa,49
24229,Tōkyō-to Setagaya-ku Sangenjaya,50
24230,Tōkyō-to Setagaya-ku Setagaya,51
24231,Tōkyō-to Shibuya-ku Dōgenzaka,52
24232,Tōkyō-to Shibuya-ku Jingūmae,53
24233,Tōkyō-to Shibuya-ku Shibuya,54
24234,Tōkyō-to Shinagawa-ku Higashigotanda,55
24235,Tōkyō-to Shinagawa-ku Hiromachi,56
24236,Tōkyō-to Shinjuku-ku Kabukichō,57
24237,Tōkyō-to Shinjuku-ku Nishishinjuku,58
24238,Tōkyō-to Suginami-ku Asagayaminami,59
24239,Tōkyō-to Tachikawa-shi Izumichō,60
24240,Tōkyō-to Taitō-ku Higashiueno,61
24241,Tōkyō-to Taitō-ku Kuramae,62
24242,Tōkyō-to Toshima-ku Higashiikebukuro,63
24243,Tōkyō-to Toshima-ku Mejiro,64
24244,Tōkyō-to Toshima-ku Minamiikebukuro,65
24245,Tōkyō-to Toshima-ku Nishiikebukuro,66
24246,Tōkyō-to Ōta-ku Kamata,67
24247,Tōkyō-to Ōta-ku Kamiikedai,68
24248,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
24249,Ōsaka-fu Neyagawa-shi Honmachi,70
24250,Ōsaka-fu Sakai-shi Minamikawaramachi,71
24251,Ōsaka-fu Ōsaka-shi Fuminosato,72
24252,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
24253,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
24254,Ōsaka-fu Ōsaka-shi Nakanochō,75
24255,Ōsaka-fu Ōsaka-shi Shinmachi,76
24256,Ōsaka-fu Ōsaka-shi Ōgimachi,77
24257,Fukuoka-ken Fukuoka-shi Daimyō,0
24258,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
24259,Fukuoka-ken Fukuoka-shi Momochi,2
24260,Fukuoka-ken Fukuoka-shi Shiobaru,3
24261,Fukuoka-ken Fukuoka-shi Takatori,4
24262,Fukuoka-ken Fukuoka-shi Torikai,5
24263,Fukuoka-ken Itoshima-shi Maebarunishi,6
24264,Fukuoka-ken Kitakyūshū-shi None,7
24265,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
24266,Fukuoka-ken Kurume-shi Jōnanmachi,9
24267,Fukuoka-ken Yame-shi Motomachi,10
24268,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
24269,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
24270,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24271,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24272,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24273,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24274,Hyōgo-ken Himeji-shi Yasuda,18
24275,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24276,Hyōgo-ken Kōbe-shi Kumoidōri,20
24277,Hyōgo-ken Kōbe-shi Motomachidōri,21
24278,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24279,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24280,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24281,Miyagi-ken Sendai-shi Kamisugi,25
24282,Niigata-ken Nagaoka-shi Ōtedōri,26
24283,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24284,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
24285,Shizuoka-ken Numazu-shi Miyukichō,29
24286,Shizuoka-ken Shizuoka-shi Ōtemachi,30
24287,Tōkyō-to Bunkyō-ku Kasuga,31
24288,Tōkyō-to Bunkyō-ku Sendagi,32
24289,Tōkyō-to Chiyoda-ku Kudanminami,33
24290,Tōkyō-to Chūō-ku Ginza,34
24291,Tōkyō-to Chūō-ku Tsukiji,35
24292,Tōkyō-to Itabashi-ku Itabashi,36
24293,Tōkyō-to Katsushika-ku Tateishi,37
24294,Tōkyō-to Kita-ku Ōjihonchō,38
24295,Tōkyō-to Koganei-shi Honchō,39
24296,Tōkyō-to Kōtō-ku Kameido,40
24297,Tōkyō-to Kōtō-ku Tōyō,41
24298,Tōkyō-to Machida-shi Morino,42
24299,Tōkyō-to Meguro-ku Kamimeguro,43
24300,Tōkyō-to Minato-ku Akasaka,44
24301,Tōkyō-to Minato-ku Roppongi,45
24302,Tōkyō-to Minato-ku Shibakōen,46
24303,Tōkyō-to Nakano-ku Nakano,47
24304,Tōkyō-to Nerima-ku Toyotamakita,48
24305,Tōkyō-to Setagaya-ku Okusawa,49
24306,Tōkyō-to Setagaya-ku Sangenjaya,50
24307,Tōkyō-to Setagaya-ku Setagaya,51
24308,Tōkyō-to Shibuya-ku Dōgenzaka,52
24309,Tōkyō-to Shibuya-ku Jingūmae,53
24310,Tōkyō-to Shibuya-ku Shibuya,54
24311,Tōkyō-to Shinagawa-ku Higashigotanda,55
24312,Tōkyō-to Shinagawa-ku Hiromachi,56
24313,Tōkyō-to Shinjuku-ku Kabukichō,57
24314,Tōkyō-to Shinjuku-ku Nishishinjuku,58
24315,Tōkyō-to Suginami-ku Asagayaminami,59
24316,Tōkyō-to Tachikawa-shi Izumichō,60
24317,Tōkyō-to Taitō-ku Higashiueno,61
24318,Tōkyō-to Taitō-ku Kuramae,62
24319,Tōkyō-to Toshima-ku Higashiikebukuro,63
24320,Tōkyō-to Toshima-ku Mejiro,64
24321,Tōkyō-to Toshima-ku Minamiikebukuro,65
24322,Tōkyō-to Toshima-ku Nishiikebukuro,66
24323,Tōkyō-to Ōta-ku Kamata,67
24324,Tōkyō-to Ōta-ku Kamiikedai,68
24325,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
24326,Ōsaka-fu Neyagawa-shi Honmachi,70
24327,Ōsaka-fu Sakai-shi Minamikawaramachi,71
24328,Ōsaka-fu Ōsaka-shi Fuminosato,72
24329,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
24330,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
24331,Ōsaka-fu Ōsaka-shi Nakanochō,75
24332,Ōsaka-fu Ōsaka-shi Shinmachi,76
24333,Ōsaka-fu Ōsaka-shi Ōgimachi,77
24334,Fukuoka-ken Fukuoka-shi Daimyō,0
24335,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
24336,Fukuoka-ken Fukuoka-shi Momochi,2
24337,Fukuoka-ken Fukuoka-shi Shiobaru,3
24338,Fukuoka-ken Fukuoka-shi Takatori,4
24339,Fukuoka-ken Fukuoka-shi Torikai,5
24340,Fukuoka-ken Itoshima-shi Maebarunishi,6
24341,Fukuoka-ken Kitakyūshū-shi None,7
24342,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
24343,Fukuoka-ken Kurume-shi Jōnanmachi,9
24344,Fukuoka-ken Yame-shi Motomachi,10
24345,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
24346,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
24347,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
24348,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24349,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24350,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24351,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24352,Hyōgo-ken Himeji-shi Yasuda,18
24353,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24354,Hyōgo-ken Kōbe-shi Kumoidōri,20
24355,Hyōgo-ken Kōbe-shi Motomachidōri,21
24356,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24357,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24358,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24359,Miyagi-ken Sendai-shi Kamisugi,25
24360,Niigata-ken Nagaoka-shi Ōtedōri,26
24361,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24362,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
24363,Shizuoka-ken Numazu-shi Miyukichō,29
24364,Shizuoka-ken Shizuoka-shi Ōtemachi,30
24365,Tōkyō-to Bunkyō-ku Kasuga,31
24366,Tōkyō-to Bunkyō-ku Sendagi,32
24367,Tōkyō-to Chiyoda-ku Kudanminami,33
24368,Tōkyō-to Chūō-ku Ginza,34
24369,Tōkyō-to Chūō-ku Tsukiji,35
24370,Tōkyō-to Itabashi-ku Itabashi,36
24371,Tōkyō-to Katsushika-ku Tateishi,37
24372,Tōkyō-to Kita-ku Ōjihonchō,38
24373,Tōkyō-to Koganei-shi Honchō,39
24374,Tōkyō-to Kōtō-ku Kameido,40
24375,Tōkyō-to Kōtō-ku Tōyō,41
24376,Tōkyō-to Machida-shi Morino,42
24377,Tōkyō-to Meguro-ku Kamimeguro,43
24378,Tōkyō-to Minato-ku Akasaka,44
24379,Tōkyō-to Minato-ku Roppongi,45
24380,Tōkyō-to Minato-ku Shibakōen,46
24381,Tōkyō-to Nakano-ku Nakano,47
24382,Tōkyō-to Nerima-ku Toyotamakita,48
24383,Tōkyō-to Setagaya-ku Okusawa,49
24384,Tōkyō-to Setagaya-ku Sangenjaya,50
24385,Tōkyō-to Setagaya-ku Setagaya,51
24386,Tōkyō-to Shibuya-ku Dōgenzaka,52
24387,Tōkyō-to Shibuya-ku Jingūmae,53
24388,Tōkyō-to Shibuya-ku Shibuya,54
24389,Tōkyō-to Shinagawa-ku Higashigotanda,55
24390,Tōkyō-to Shinagawa-ku Hiromachi,56
24391,Tōkyō-to Shinjuku-ku Kabukichō,57
24392,Tōkyō-to Shinjuku-ku Nishishinjuku,58
24393,Tōkyō-to Suginami-ku Asagayaminami,59
24394,Tōkyō-to Tachikawa-shi Izumichō,60
24395,Tōkyō-to Taitō-ku Higashiueno,61
24396,Tōkyō-to Taitō-ku Kuramae,62
24397,Tōkyō-to Toshima-ku Higashiikebukuro,63
24398,Tōkyō-to Toshima-ku Mejiro,64
24399,Tōkyō-to Toshima-ku Minamiikebukuro,65
24400,Tōkyō-to Toshima-ku Nishiikebukuro,66
24401,Tōkyō-to Ōta-ku Kamata,67
24402,Tōkyō-to Ōta-ku Kamiikedai,68
24403,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
24404,Ōsaka-fu Neyagawa-shi Honmachi,70
24405,Ōsaka-fu Sakai-shi Minamikawaramachi,71
24406,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
24407,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
24408,Ōsaka-fu Ōsaka-shi Nakanochō,75
24409,Ōsaka-fu Ōsaka-shi Shinmachi,76
24410,Ōsaka-fu Ōsaka-shi Ōgimachi,77
24411,Fukuoka-ken Fukuoka-shi Daimyō,0
24412,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
24413,Fukuoka-ken Fukuoka-shi Momochi,2
24414,Fukuoka-ken Fukuoka-shi Shiobaru,3
24415,Fukuoka-ken Fukuoka-shi Takatori,4
24416,Fukuoka-ken Fukuoka-shi Torikai,5
24417,Fukuoka-ken Itoshima-shi Maebarunishi,6
24418,Fukuoka-ken Kitakyūshū-shi None,7
24419,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
24420,Fukuoka-ken Kurume-shi Jōnanmachi,9
24421,Fukuoka-ken Yame-shi Motomachi,10
24422,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
24423,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
24424,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
24425,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24426,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24427,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24428,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24429,Hyōgo-ken Himeji-shi Yasuda,18
24430,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24431,Hyōgo-ken Kōbe-shi Kumoidōri,20
24432,Hyōgo-ken Kōbe-shi Motomachidōri,21
24433,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24434,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24435,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24436,Miyagi-ken Sendai-shi Kamisugi,25
24437,Niigata-ken Nagaoka-shi Ōtedōri,26
24438,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24439,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
24440,Shizuoka-ken Numazu-shi Miyukichō,29
24441,Shizuoka-ken Shizuoka-shi Ōtemachi,30
24442,Tōkyō-to Bunkyō-ku Kasuga,31
24443,Tōkyō-to Bunkyō-ku Sendagi,32
24444,Tōkyō-to Chiyoda-ku Kudanminami,33
24445,Tōkyō-to Chūō-ku Ginza,34
24446,Tōkyō-to Chūō-ku Tsukiji,35
24447,Tōkyō-to Itabashi-ku Itabashi,36
24448,Tōkyō-to Katsushika-ku Tateishi,37
24449,Tōkyō-to Kita-ku Ōjihonchō,38
24450,Tōkyō-to Koganei-shi Honchō,39
24451,Tōkyō-to Kōtō-ku Kameido,40
24452,Tōkyō-to Kōtō-ku Tōyō,41
24453,Tōkyō-to Machida-shi Morino,42
24454,Tōkyō-to Meguro-ku Kamimeguro,43
24455,Tōkyō-to Minato-ku Akasaka,44
24456,Tōkyō-to Minato-ku Roppongi,45
24457,Tōkyō-to Minato-ku Shibakōen,46
24458,Tōkyō-to Nakano-ku Nakano,47
24459,Tōkyō-to Nerima-ku Toyotamakita,48
24460,Tōkyō-to Setagaya-ku Okusawa,49
24461,Tōkyō-to Setagaya-ku Sangenjaya,50
24462,Tōkyō-to Setagaya-ku Setagaya,51
24463,Tōkyō-to Shibuya-ku Dōgenzaka,52
24464,Tōkyō-to Shibuya-ku Jingūmae,53
24465,Tōkyō-to Shibuya-ku Shibuya,54
24466,Tōkyō-to Shinagawa-ku Hiromachi,56
24467,Tōkyō-to Shinjuku-ku Kabukichō,57
24468,Tōkyō-to Shinjuku-ku Nishishinjuku,58
24469,Tōkyō-to Suginami-ku Asagayaminami,59
24470,Tōkyō-to Tachikawa-shi Izumichō,60
24471,Tōkyō-to Taitō-ku Higashiueno,61
24472,Tōkyō-to Taitō-ku Kuramae,62
24473,Tōkyō-to Toshima-ku Higashiikebukuro,63
24474,Tōkyō-to Toshima-ku Mejiro,64
24475,Tōkyō-to Toshima-ku Minamiikebukuro,65
24476,Tōkyō-to Toshima-ku Nishiikebukuro,66
24477,Tōkyō-to Ōta-ku Kamata,67
24478,Tōkyō-to Ōta-ku Kamiikedai,68
24479,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
24480,Ōsaka-fu Neyagawa-shi Honmachi,70
24481,Ōsaka-fu Sakai-shi Minamikawaramachi,71
24482,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
24483,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
24484,Ōsaka-fu Ōsaka-shi Nakanochō,75
24485,Ōsaka-fu Ōsaka-shi Shinmachi,76
24486,Ōsaka-fu Ōsaka-shi Ōgimachi,77
24487,Fukuoka-ken Fukuoka-shi Daimyō,0
24488,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
24489,Fukuoka-ken Fukuoka-shi Momochi,2
24490,Fukuoka-ken Fukuoka-shi Shiobaru,3
24491,Fukuoka-ken Fukuoka-shi Takatori,4
24492,Fukuoka-ken Fukuoka-shi Torikai,5
24493,Fukuoka-ken Itoshima-shi Maebarunishi,6
24494,Fukuoka-ken Kitakyūshū-shi None,7
24495,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
24496,Fukuoka-ken Kurume-shi Jōnanmachi,9
24497,Fukuoka-ken Yame-shi Motomachi,10
24498,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
24499,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
24500,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
24501,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
24502,Hokkaidō Asahikawa-shi 6 Jōdōri,15
24503,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
24504,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
24505,Hyōgo-ken Himeji-shi Yasuda,18
24506,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
24507,Hyōgo-ken Kōbe-shi Kumoidōri,20
24508,Hyōgo-ken Kōbe-shi Motomachidōri,21
24509,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
24510,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
24511,Hyōgo-ken Takarazuka-shi Tōyōchō,24
24512,Miyagi-ken Sendai-shi Kamisugi,25
24513,Niigata-ken Nagaoka-shi Ōtedōri,26
24514,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
24515,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
