,air_area_name,visitors,current_week
4458,Tōkyō-to Adachi-ku Chūōhonchō,0,6
4459,Tōkyō-to Adachi-ku Chūōhonchō,0,7
4460,Tōkyō-to Adachi-ku Chūōhonchō,78,8
4461,Tōkyō-to Adachi-ku Chūōhonchō,95,9
4462,Tōkyō-to Adachi-ku Chūōhonchō,137,10
4463,Tōkyō-to Adachi-ku Chūōhonchō,282,11
4464,Tōkyō-to Adachi-ku Chūōhonchō,0,12
4465,Tōkyō-to Adachi-ku Chūōhonchō,0,13
4466,Tōkyō-to Adachi-ku Chūōhonchō,491,14
4467,Tōkyō-to Adachi-ku Chūōhonchō,720,15
4468,Tōkyō-to Adachi-ku Chūōhonchō,453,16
4469,Tōkyō-to Adachi-ku Chūōhonchō,396,17
4470,Tōkyō-to Adachi-ku Chūōhonchō,452,18
4471,Tōkyō-to Adachi-ku Chūōhonchō,473,19
4472,Tōkyō-to Adachi-ku Chūōhonchō,327,20
4473,Tōkyō-to Adachi-ku Chūōhonchō,417,21
4474,Tōkyō-to Adachi-ku Chūōhonchō,425,22
4475,Tōkyō-to Adachi-ku Chūōhonchō,487,23
4476,Tōkyō-to Adachi-ku Chūōhonchō,678,24
4477,Tōkyō-to Adachi-ku Chūōhonchō,804,25
4478,Tōkyō-to Adachi-ku Chūōhonchō,747,26
4479,Tōkyō-to Adachi-ku Chūōhonchō,881,27
4480,Tōkyō-to Adachi-ku Chūōhonchō,851,28
4481,Tōkyō-to Adachi-ku Chūōhonchō,779,29
4482,Tōkyō-to Adachi-ku Chūōhonchō,658,30
4483,Tōkyō-to Adachi-ku Chūōhonchō,703,31
4484,Tōkyō-to Adachi-ku Chūōhonchō,700,32
4485,Tōkyō-to Adachi-ku Chūōhonchō,646,33
4486,Tōkyō-to Adachi-ku Chūōhonchō,564,34
4487,Tōkyō-to Adachi-ku Chūōhonchō,559,35
4488,Tōkyō-to Adachi-ku Chūōhonchō,590,36
4489,Tōkyō-to Adachi-ku Chūōhonchō,570,37
4490,Tōkyō-to Adachi-ku Chūōhonchō,588,38
4491,Tōkyō-to Adachi-ku Chūōhonchō,618,39
4492,Tōkyō-to Adachi-ku Chūōhonchō,658,40
4493,Tōkyō-to Adachi-ku Chūōhonchō,598,41
4494,Tōkyō-to Adachi-ku Chūōhonchō,478,42
4495,Tōkyō-to Adachi-ku Chūōhonchō,425,43
4496,Tōkyō-to Adachi-ku Chūōhonchō,494,44
4497,Tōkyō-to Adachi-ku Chūōhonchō,549,45
4498,Tōkyō-to Adachi-ku Chūōhonchō,544,46
4499,Tōkyō-to Adachi-ku Chūōhonchō,623,47
4500,Tōkyō-to Adachi-ku Chūōhonchō,581,48
4501,Tōkyō-to Adachi-ku Chūōhonchō,449,49
4502,Tōkyō-to Adachi-ku Chūōhonchō,425,50
4503,Tōkyō-to Adachi-ku Chūōhonchō,510,51
4504,Tōkyō-to Adachi-ku Chūōhonchō,900,52
4505,Tōkyō-to Kōtō-ku Tomioka,0,0
4506,Tōkyō-to Kōtō-ku Tomioka,0,1
4507,Tōkyō-to Kōtō-ku Tomioka,0,2
4508,Tōkyō-to Kōtō-ku Tomioka,0,3
4509,Tōkyō-to Kōtō-ku Tomioka,0,4
4510,Tōkyō-to Kōtō-ku Tomioka,0,5
4511,Tōkyō-to Kōtō-ku Tomioka,0,6
4512,Tōkyō-to Kōtō-ku Tomioka,0,7
4513,Tōkyō-to Kōtō-ku Tomioka,0,8
4514,Tōkyō-to Kōtō-ku Tomioka,0,9
4515,Tōkyō-to Kōtō-ku Tomioka,0,10
4516,Tōkyō-to Kōtō-ku Tomioka,0,11
4517,Tōkyō-to Kōtō-ku Tomioka,131,12
4518,Tōkyō-to Kōtō-ku Tomioka,154,13
4519,Tōkyō-to Kōtō-ku Tomioka,212,14
4520,Tōkyō-to Kōtō-ku Tomioka,124,15
4521,Tōkyō-to Kōtō-ku Tomioka,128,16
4522,Tōkyō-to Kōtō-ku Tomioka,126,17
4523,Tōkyō-to Kōtō-ku Tomioka,97,18
4524,Tōkyō-to Kōtō-ku Tomioka,97,19
4525,Tōkyō-to Kōtō-ku Tomioka,133,20
4526,Tōkyō-to Kōtō-ku Tomioka,205,21
4527,Tōkyō-to Kōtō-ku Tomioka,194,22
4528,Tōkyō-to Kōtō-ku Tomioka,217,23
4529,Tōkyō-to Kōtō-ku Tomioka,272,24
4530,Tōkyō-to Kōtō-ku Tomioka,256,25
4531,Tōkyō-to Kōtō-ku Tomioka,200,26
4532,Tōkyō-to Kōtō-ku Tomioka,198,27
4533,Tōkyō-to Kōtō-ku Tomioka,177,28
4534,Tōkyō-to Kōtō-ku Tomioka,211,29
4535,Tōkyō-to Kōtō-ku Tomioka,113,30
4536,Tōkyō-to Kōtō-ku Tomioka,168,31
4537,Tōkyō-to Kōtō-ku Tomioka,144,32
4538,Tōkyō-to Kōtō-ku Tomioka,180,33
4539,Tōkyō-to Kōtō-ku Tomioka,190,34
4540,Tōkyō-to Kōtō-ku Tomioka,173,35
4541,Tōkyō-to Kōtō-ku Tomioka,179,36
4542,Tōkyō-to Kōtō-ku Tomioka,151,37
4543,Tōkyō-to Kōtō-ku Tomioka,155,38
4544,Tōkyō-to Kōtō-ku Tomioka,156,39
4545,Tōkyō-to Kōtō-ku Tomioka,163,40
4546,Tōkyō-to Kōtō-ku Tomioka,145,41
4547,Tōkyō-to Kōtō-ku Tomioka,153,42
4548,Tōkyō-to Kōtō-ku Tomioka,156,43
4549,Tōkyō-to Kōtō-ku Tomioka,188,44
4550,Tōkyō-to Kōtō-ku Tomioka,209,45
4551,Tōkyō-to Kōtō-ku Tomioka,218,46
4552,Tōkyō-to Kōtō-ku Tomioka,251,47
4553,Tōkyō-to Kōtō-ku Tomioka,273,48
4554,Tōkyō-to Kōtō-ku Tomioka,384,49
4555,Tōkyō-to Kōtō-ku Tomioka,336,50
4556,Tōkyō-to Kōtō-ku Tomioka,209,51
4557,Tōkyō-to Kōtō-ku Tomioka,211,52
4558,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,0
4559,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,1
4560,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,2
4561,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,3
4562,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,4
4563,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,5
4564,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,6
4565,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,7
4566,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,8
4567,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,9
4568,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,10
4569,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,11
4570,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,12
4571,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,13
4572,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,15,14
4573,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,20,15
4574,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,16
4575,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,17
4576,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,0,18
4577,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,18,19
4578,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,41,20
4579,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,234,21
4580,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,267,22
4581,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,302,23
4582,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,414,24
4583,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,355,25
4584,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,361,26
4585,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,331,27
4586,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,345,28
4587,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,334,29
4588,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,302,30
4589,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,346,31
4590,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,306,32
4591,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,286,33
4592,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,297,34
4593,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,363,35
4594,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,403,36
4595,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,275,37
4596,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,302,38
4597,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,371,39
4598,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,352,40
4599,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,320,41
4600,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,258,42
4601,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,304,43
4602,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,305,44
4603,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,345,45
4604,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,305,46
4605,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,367,47
4606,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,372,48
4607,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,432,49
4608,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,413,50
4609,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,306,51
4610,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,363,52
4611,Tōkyō-to Edogawa-ku Chūō,0,0
4612,Tōkyō-to Edogawa-ku Chūō,0,1
4613,Tōkyō-to Edogawa-ku Chūō,0,2
4614,Tōkyō-to Edogawa-ku Chūō,0,3
4615,Tōkyō-to Edogawa-ku Chūō,0,4
4616,Tōkyō-to Edogawa-ku Chūō,0,5
4617,Tōkyō-to Edogawa-ku Chūō,0,6
4618,Tōkyō-to Edogawa-ku Chūō,0,7
4619,Tōkyō-to Edogawa-ku Chūō,0,8
4620,Tōkyō-to Edogawa-ku Chūō,0,9
4621,Tōkyō-to Edogawa-ku Chūō,0,10
4622,Tōkyō-to Edogawa-ku Chūō,0,11
4623,Tōkyō-to Edogawa-ku Chūō,0,12
4624,Tōkyō-to Edogawa-ku Chūō,0,13
4625,Tōkyō-to Edogawa-ku Chūō,0,14
4626,Tōkyō-to Edogawa-ku Chūō,0,15
4627,Tōkyō-to Edogawa-ku Chūō,0,16
4628,Tōkyō-to Edogawa-ku Chūō,0,17
4629,Tōkyō-to Edogawa-ku Chūō,0,18
4630,Tōkyō-to Edogawa-ku Chūō,0,19
4631,Tōkyō-to Edogawa-ku Chūō,0,20
4632,Tōkyō-to Edogawa-ku Chūō,0,21
4633,Tōkyō-to Edogawa-ku Chūō,0,22
4634,Tōkyō-to Edogawa-ku Chūō,605,23
4635,Tōkyō-to Edogawa-ku Chūō,1139,24
4636,Tōkyō-to Edogawa-ku Chūō,1094,25
4637,Tōkyō-to Edogawa-ku Chūō,955,26
4638,Tōkyō-to Edogawa-ku Chūō,963,27
4639,Tōkyō-to Edogawa-ku Chūō,1124,28
4640,Tōkyō-to Edogawa-ku Chūō,1209,29
4641,Tōkyō-to Edogawa-ku Chūō,984,30
4642,Tōkyō-to Edogawa-ku Chūō,665,31
4643,Tōkyō-to Edogawa-ku Chūō,953,32
4644,Tōkyō-to Edogawa-ku Chūō,1072,33
4645,Tōkyō-to Edogawa-ku Chūō,1145,34
4646,Tōkyō-to Edogawa-ku Chūō,1118,35
4647,Tōkyō-to Edogawa-ku Chūō,1094,36
4648,Tōkyō-to Edogawa-ku Chūō,1183,37
4649,Tōkyō-to Edogawa-ku Chūō,1153,38
4650,Tōkyō-to Edogawa-ku Chūō,1022,39
4651,Tōkyō-to Edogawa-ku Chūō,1054,40
4652,Tōkyō-to Edogawa-ku Chūō,1119,41
4653,Tōkyō-to Edogawa-ku Chūō,950,42
4654,Tōkyō-to Edogawa-ku Chūō,993,43
4655,Tōkyō-to Edogawa-ku Chūō,1103,44
4656,Tōkyō-to Edogawa-ku Chūō,1020,45
4657,Tōkyō-to Edogawa-ku Chūō,1066,46
4658,Tōkyō-to Edogawa-ku Chūō,1233,47
4659,Tōkyō-to Edogawa-ku Chūō,1214,48
4660,Tōkyō-to Edogawa-ku Chūō,1037,49
4661,Tōkyō-to Edogawa-ku Chūō,869,50
4662,Tōkyō-to Edogawa-ku Chūō,1059,51
4663,Tōkyō-to Edogawa-ku Chūō,1099,52
4664,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,0
4665,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,1
4666,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,2
4667,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,3
4668,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,4
4669,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,5
4670,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,6
4671,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,7
4672,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,8
4673,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,9
4674,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,10
4675,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,11
4676,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,12
4677,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,13
4678,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,14
4679,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,15
4680,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,16
4681,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,17
4682,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,18
4683,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,19
4684,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,20
4685,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,21
4686,Hokkaidō Sapporo-shi Kita 24 Jōnishi,0,22
4687,Hokkaidō Sapporo-shi Kita 24 Jōnishi,235,23
4688,Hokkaidō Sapporo-shi Kita 24 Jōnishi,440,24
4689,Hokkaidō Sapporo-shi Kita 24 Jōnishi,467,25
4690,Hokkaidō Sapporo-shi Kita 24 Jōnishi,427,26
4691,Hokkaidō Sapporo-shi Kita 24 Jōnishi,494,27
4692,Hokkaidō Sapporo-shi Kita 24 Jōnishi,425,28
4693,Hokkaidō Sapporo-shi Kita 24 Jōnishi,409,29
4694,Hokkaidō Sapporo-shi Kita 24 Jōnishi,377,30
4695,Hokkaidō Sapporo-shi Kita 24 Jōnishi,474,31
4696,Hokkaidō Sapporo-shi Kita 24 Jōnishi,324,32
4697,Hokkaidō Sapporo-shi Kita 24 Jōnishi,317,33
4698,Hokkaidō Sapporo-shi Kita 24 Jōnishi,314,34
4699,Hokkaidō Sapporo-shi Kita 24 Jōnishi,349,35
4700,Hokkaidō Sapporo-shi Kita 24 Jōnishi,323,36
4701,Hokkaidō Sapporo-shi Kita 24 Jōnishi,367,37
4702,Hokkaidō Sapporo-shi Kita 24 Jōnishi,308,38
4703,Hokkaidō Sapporo-shi Kita 24 Jōnishi,323,39
4704,Hokkaidō Sapporo-shi Kita 24 Jōnishi,240,40
4705,Hokkaidō Sapporo-shi Kita 24 Jōnishi,267,41
4706,Hokkaidō Sapporo-shi Kita 24 Jōnishi,297,42
4707,Hokkaidō Sapporo-shi Kita 24 Jōnishi,321,43
4708,Hokkaidō Sapporo-shi Kita 24 Jōnishi,347,44
4709,Hokkaidō Sapporo-shi Kita 24 Jōnishi,307,45
4710,Hokkaidō Sapporo-shi Kita 24 Jōnishi,353,46
4711,Hokkaidō Sapporo-shi Kita 24 Jōnishi,401,47
4712,Hokkaidō Sapporo-shi Kita 24 Jōnishi,519,48
4713,Hokkaidō Sapporo-shi Kita 24 Jōnishi,423,49
4714,Hokkaidō Sapporo-shi Kita 24 Jōnishi,295,50
4715,Hokkaidō Sapporo-shi Kita 24 Jōnishi,188,51
4716,Hokkaidō Sapporo-shi Kita 24 Jōnishi,297,52
4717,Tōkyō-to Fuchū-shi Miyanishichō,0,0
4718,Tōkyō-to Fuchū-shi Miyanishichō,0,1
4719,Tōkyō-to Fuchū-shi Miyanishichō,0,2
4720,Tōkyō-to Fuchū-shi Miyanishichō,0,3
4721,Tōkyō-to Fuchū-shi Miyanishichō,0,4
4722,Tōkyō-to Fuchū-shi Miyanishichō,0,5
4723,Tōkyō-to Fuchū-shi Miyanishichō,0,6
4724,Tōkyō-to Fuchū-shi Miyanishichō,0,7
4725,Tōkyō-to Fuchū-shi Miyanishichō,0,8
4726,Tōkyō-to Fuchū-shi Miyanishichō,0,9
4727,Tōkyō-to Fuchū-shi Miyanishichō,0,10
4728,Tōkyō-to Fuchū-shi Miyanishichō,0,11
4729,Tōkyō-to Fuchū-shi Miyanishichō,0,12
4730,Tōkyō-to Fuchū-shi Miyanishichō,0,13
4731,Tōkyō-to Fuchū-shi Miyanishichō,0,14
4732,Tōkyō-to Fuchū-shi Miyanishichō,0,15
4733,Tōkyō-to Fuchū-shi Miyanishichō,0,16
4734,Tōkyō-to Fuchū-shi Miyanishichō,0,17
4735,Tōkyō-to Fuchū-shi Miyanishichō,0,18
4736,Tōkyō-to Fuchū-shi Miyanishichō,0,19
4737,Tōkyō-to Fuchū-shi Miyanishichō,0,20
4738,Tōkyō-to Fuchū-shi Miyanishichō,0,21
4739,Tōkyō-to Fuchū-shi Miyanishichō,0,22
4740,Tōkyō-to Fuchū-shi Miyanishichō,99,23
4741,Tōkyō-to Fuchū-shi Miyanishichō,201,24
4742,Tōkyō-to Fuchū-shi Miyanishichō,123,25
4743,Tōkyō-to Fuchū-shi Miyanishichō,149,26
4744,Tōkyō-to Fuchū-shi Miyanishichō,127,27
4745,Tōkyō-to Fuchū-shi Miyanishichō,142,28
4746,Tōkyō-to Fuchū-shi Miyanishichō,140,29
4747,Tōkyō-to Fuchū-shi Miyanishichō,155,30
4748,Tōkyō-to Fuchū-shi Miyanishichō,109,31
4749,Tōkyō-to Fuchū-shi Miyanishichō,169,32
4750,Tōkyō-to Fuchū-shi Miyanishichō,218,33
4751,Tōkyō-to Fuchū-shi Miyanishichō,200,34
4752,Tōkyō-to Fuchū-shi Miyanishichō,239,35
4753,Tōkyō-to Fuchū-shi Miyanishichō,242,36
4754,Tōkyō-to Fuchū-shi Miyanishichō,255,37
4755,Tōkyō-to Fuchū-shi Miyanishichō,265,38
4756,Tōkyō-to Fuchū-shi Miyanishichō,290,39
4757,Tōkyō-to Fuchū-shi Miyanishichō,275,40
4758,Tōkyō-to Fuchū-shi Miyanishichō,279,41
4759,Tōkyō-to Fuchū-shi Miyanishichō,253,42
4760,Tōkyō-to Fuchū-shi Miyanishichō,250,43
4761,Tōkyō-to Fuchū-shi Miyanishichō,258,44
4762,Tōkyō-to Fuchū-shi Miyanishichō,244,45
4763,Tōkyō-to Fuchū-shi Miyanishichō,269,46
4764,Tōkyō-to Fuchū-shi Miyanishichō,175,47
4765,Tōkyō-to Fuchū-shi Miyanishichō,179,48
4766,Tōkyō-to Fuchū-shi Miyanishichō,102,49
4767,Tōkyō-to Fuchū-shi Miyanishichō,118,50
4768,Tōkyō-to Fuchū-shi Miyanishichō,207,51
4769,Tōkyō-to Fuchū-shi Miyanishichō,296,52
4770,Ōsaka-fu Ōsaka-shi Ōhiraki,0,0
4771,Ōsaka-fu Ōsaka-shi Ōhiraki,0,1
4772,Ōsaka-fu Ōsaka-shi Ōhiraki,0,2
4773,Ōsaka-fu Ōsaka-shi Ōhiraki,0,3
4774,Ōsaka-fu Ōsaka-shi Ōhiraki,0,4
4775,Ōsaka-fu Ōsaka-shi Ōhiraki,0,5
4776,Ōsaka-fu Ōsaka-shi Ōhiraki,0,6
4777,Ōsaka-fu Ōsaka-shi Ōhiraki,0,7
4778,Ōsaka-fu Ōsaka-shi Ōhiraki,0,8
4779,Ōsaka-fu Ōsaka-shi Ōhiraki,0,9
4780,Ōsaka-fu Ōsaka-shi Ōhiraki,0,10
4781,Ōsaka-fu Ōsaka-shi Ōhiraki,0,11
4782,Ōsaka-fu Ōsaka-shi Ōhiraki,0,12
4783,Ōsaka-fu Ōsaka-shi Ōhiraki,0,13
4784,Ōsaka-fu Ōsaka-shi Ōhiraki,0,14
4785,Ōsaka-fu Ōsaka-shi Ōhiraki,0,15
4786,Ōsaka-fu Ōsaka-shi Ōhiraki,0,16
4787,Ōsaka-fu Ōsaka-shi Ōhiraki,0,17
4788,Ōsaka-fu Ōsaka-shi Ōhiraki,0,18
4789,Ōsaka-fu Ōsaka-shi Ōhiraki,0,19
4790,Ōsaka-fu Ōsaka-shi Ōhiraki,0,20
4791,Ōsaka-fu Ōsaka-shi Ōhiraki,0,21
4792,Ōsaka-fu Ōsaka-shi Ōhiraki,0,22
4793,Ōsaka-fu Ōsaka-shi Ōhiraki,225,23
4794,Ōsaka-fu Ōsaka-shi Ōhiraki,310,24
4795,Ōsaka-fu Ōsaka-shi Ōhiraki,371,25
4796,Ōsaka-fu Ōsaka-shi Ōhiraki,313,26
4797,Ōsaka-fu Ōsaka-shi Ōhiraki,418,27
4798,Ōsaka-fu Ōsaka-shi Ōhiraki,429,28
4799,Ōsaka-fu Ōsaka-shi Ōhiraki,422,29
4800,Ōsaka-fu Ōsaka-shi Ōhiraki,368,30
4801,Ōsaka-fu Ōsaka-shi Ōhiraki,342,31
4802,Ōsaka-fu Ōsaka-shi Ōhiraki,402,32
4803,Ōsaka-fu Ōsaka-shi Ōhiraki,356,33
4804,Ōsaka-fu Ōsaka-shi Ōhiraki,346,34
4805,Ōsaka-fu Ōsaka-shi Ōhiraki,359,35
4806,Ōsaka-fu Ōsaka-shi Ōhiraki,321,36
4807,Ōsaka-fu Ōsaka-shi Ōhiraki,346,37
4808,Ōsaka-fu Ōsaka-shi Ōhiraki,304,38
4809,Ōsaka-fu Ōsaka-shi Ōhiraki,258,39
4810,Ōsaka-fu Ōsaka-shi Ōhiraki,319,40
4811,Ōsaka-fu Ōsaka-shi Ōhiraki,376,41
4812,Ōsaka-fu Ōsaka-shi Ōhiraki,281,42
4813,Ōsaka-fu Ōsaka-shi Ōhiraki,267,43
4814,Ōsaka-fu Ōsaka-shi Ōhiraki,360,44
4815,Ōsaka-fu Ōsaka-shi Ōhiraki,440,45
4816,Ōsaka-fu Ōsaka-shi Ōhiraki,329,46
4817,Ōsaka-fu Ōsaka-shi Ōhiraki,465,47
4818,Ōsaka-fu Ōsaka-shi Ōhiraki,452,48
4819,Ōsaka-fu Ōsaka-shi Ōhiraki,239,49
4820,Ōsaka-fu Ōsaka-shi Ōhiraki,203,50
4821,Ōsaka-fu Ōsaka-shi Ōhiraki,286,51
4822,Ōsaka-fu Ōsaka-shi Ōhiraki,313,52
4823,Niigata-ken Niigata-shi Teraohigashi,0,0
4824,Niigata-ken Niigata-shi Teraohigashi,0,1
4825,Niigata-ken Niigata-shi Teraohigashi,0,2
4826,Niigata-ken Niigata-shi Teraohigashi,0,3
4827,Niigata-ken Niigata-shi Teraohigashi,0,4
4828,Niigata-ken Niigata-shi Teraohigashi,0,5
4829,Niigata-ken Niigata-shi Teraohigashi,0,6
4830,Niigata-ken Niigata-shi Teraohigashi,0,7
4831,Niigata-ken Niigata-shi Teraohigashi,0,8
4832,Niigata-ken Niigata-shi Teraohigashi,0,9
4833,Niigata-ken Niigata-shi Teraohigashi,0,10
4834,Niigata-ken Niigata-shi Teraohigashi,0,11
4835,Niigata-ken Niigata-shi Teraohigashi,0,12
4836,Niigata-ken Niigata-shi Teraohigashi,0,13
4837,Niigata-ken Niigata-shi Teraohigashi,0,14
4838,Niigata-ken Niigata-shi Teraohigashi,0,15
4839,Niigata-ken Niigata-shi Teraohigashi,0,16
4840,Niigata-ken Niigata-shi Teraohigashi,0,17
4841,Niigata-ken Niigata-shi Teraohigashi,0,18
4842,Niigata-ken Niigata-shi Teraohigashi,0,19
4843,Niigata-ken Niigata-shi Teraohigashi,0,20
4844,Niigata-ken Niigata-shi Teraohigashi,0,21
4845,Niigata-ken Niigata-shi Teraohigashi,0,22
4846,Niigata-ken Niigata-shi Teraohigashi,209,23
4847,Niigata-ken Niigata-shi Teraohigashi,236,24
4848,Niigata-ken Niigata-shi Teraohigashi,282,25
4849,Niigata-ken Niigata-shi Teraohigashi,490,26
4850,Niigata-ken Niigata-shi Teraohigashi,325,27
4851,Niigata-ken Niigata-shi Teraohigashi,378,28
4852,Niigata-ken Niigata-shi Teraohigashi,382,29
4853,Niigata-ken Niigata-shi Teraohigashi,457,30
4854,Niigata-ken Niigata-shi Teraohigashi,340,31
4855,Niigata-ken Niigata-shi Teraohigashi,401,32
4856,Niigata-ken Niigata-shi Teraohigashi,275,33
4857,Niigata-ken Niigata-shi Teraohigashi,295,34
4858,Niigata-ken Niigata-shi Teraohigashi,390,35
4859,Niigata-ken Niigata-shi Teraohigashi,353,36
4860,Niigata-ken Niigata-shi Teraohigashi,387,37
4861,Niigata-ken Niigata-shi Teraohigashi,339,38
4862,Niigata-ken Niigata-shi Teraohigashi,484,39
4863,Niigata-ken Niigata-shi Teraohigashi,373,40
4864,Niigata-ken Niigata-shi Teraohigashi,328,41
4865,Niigata-ken Niigata-shi Teraohigashi,297,42
4866,Niigata-ken Niigata-shi Teraohigashi,336,43
4867,Niigata-ken Niigata-shi Teraohigashi,473,44
4868,Niigata-ken Niigata-shi Teraohigashi,409,45
4869,Niigata-ken Niigata-shi Teraohigashi,379,46
4870,Niigata-ken Niigata-shi Teraohigashi,392,47
4871,Niigata-ken Niigata-shi Teraohigashi,497,48
4872,Niigata-ken Niigata-shi Teraohigashi,488,49
4873,Niigata-ken Niigata-shi Teraohigashi,439,50
4874,Niigata-ken Niigata-shi Teraohigashi,319,51
4875,Niigata-ken Niigata-shi Teraohigashi,350,52
4876,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,0
4877,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,1
4878,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,2
4879,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,3
4880,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,4
4881,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,5
4882,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,6
4883,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,7
4884,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,8
4885,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,9
4886,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,10
4887,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,11
4888,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,12
4889,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,13
4890,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,14
4891,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,15
4892,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,16
4893,Ōsaka-fu Ōsaka-shi Nanbasennichimae,0,17
